timestamp,open,high,low,close,volume
7/9/2024 15:54,176.18,176.19,176.07,176.08,17437
7/9/2024 15:53,176.165,176.21,176.15,176.19,18689
7/9/2024 15:52,176.18,176.18,176.11,176.165,20558
7/9/2024 15:51,176.22,176.22,176.14,176.18,16474
7/9/2024 15:50,176.17,176.24,176.14,176.22,20853
7/9/2024 15:49,176.19,176.2,176.15,176.175,10790
7/9/2024 15:48,176.095,176.225,176.07,176.18,13503
7/9/2024 15:47,176.175,176.175,176.1,176.1,6201
7/9/2024 15:46,176.16,176.24,176.16,176.175,7138
7/9/2024 15:45,176.06,176.16,176.04,176.16,7025
7/9/2024 15:44,176.11,176.125,176.04,176.045,8611
7/9/2024 15:43,176.03,176.13,176.03,176.12,8016
7/9/2024 15:42,176.195,176.204,176.045,176.05,13304
7/9/2024 15:41,176.205,176.22,176.186,176.186,4897
7/9/2024 15:40,176.12,176.235,176.12,176.205,8135
7/9/2024 15:39,176.1,176.12,176.081,176.12,5019
7/9/2024 15:38,176.095,176.14,176.095,176.1,8034
7/9/2024 15:37,175.975,176.051,175.975,176.05,6415
7/9/2024 15:36,175.945,175.99,175.945,175.975,4078
7/9/2024 15:35,175.92,175.96,175.905,175.943,9668
7/9/2024 15:34,175.9,175.915,175.88,175.91,8394
7/9/2024 15:33,175.83,175.93,175.83,175.93,6162
7/9/2024 15:32,175.8,175.83,175.79,175.82,4346
7/9/2024 15:31,175.814,175.82,175.79,175.79,3403
7/9/2024 15:30,175.84,175.875,175.805,175.805,6031
7/9/2024 15:29,175.82,175.835,175.79,175.815,4070
7/9/2024 15:28,175.77,175.84,175.765,175.84,5407
7/9/2024 15:27,175.77,175.81,175.77,175.775,4354
7/9/2024 15:26,175.75,175.77,175.75,175.77,3611
7/9/2024 15:25,175.74,175.76,175.725,175.76,3512
7/9/2024 15:24,175.73,175.76,175.73,175.76,2835
7/9/2024 15:23,175.755,175.755,175.73,175.73,2739
7/9/2024 15:22,175.79,175.79,175.751,175.751,2790
7/9/2024 15:21,175.775,175.805,175.775,175.805,1695
7/9/2024 15:20,175.72,175.78,175.71,175.78,3087
7/9/2024 15:19,175.75,175.79,175.69,175.72,3414
7/9/2024 15:18,175.72,175.75,175.72,175.75,1889
7/9/2024 15:17,175.755,175.755,175.68,175.71,3800
7/9/2024 15:16,175.72,175.77,175.71,175.75,6704
7/9/2024 15:15,175.73,175.745,175.72,175.74,2908
7/9/2024 15:14,175.69,175.72,175.69,175.72,1952
7/9/2024 15:13,175.73,175.74,175.69,175.69,5146
7/9/2024 15:12,175.64,175.72,175.64,175.72,3534
7/9/2024 15:11,175.685,175.685,175.625,175.636,5972
7/9/2024 15:10,175.665,175.7,175.64,175.7,2589
7/9/2024 15:09,175.69,175.69,175.66,175.66,1236
7/9/2024 15:08,175.66,175.683,175.66,175.67,1915
7/9/2024 15:07,175.68,175.71,175.66,175.695,4899
7/9/2024 15:06,175.645,175.68,175.63,175.68,3519
7/9/2024 15:05,175.64,175.65,175.58,175.61,14293
7/9/2024 15:04,175.7,175.71,175.66,175.66,4135
7/9/2024 15:03,175.72,175.75,175.72,175.75,1932
7/9/2024 15:02,175.76,175.765,175.76,175.765,1522
7/9/2024 15:01,175.82,175.825,175.78,175.81,3422
7/9/2024 15:00,175.885,175.885,175.83,175.835,2494
7/9/2024 14:59,175.89,175.9,175.885,175.885,1378
7/9/2024 14:58,175.91,175.935,175.87,175.87,4790
7/9/2024 14:57,175.9,175.92,175.9,175.92,3199
7/9/2024 14:56,175.905,175.905,175.88,175.88,2486
7/9/2024 14:55,175.84,175.9,175.84,175.9,2813
7/9/2024 14:54,175.85,175.88,175.81,175.84,4950
7/9/2024 14:53,175.76,175.84,175.751,175.84,4159
7/9/2024 14:52,175.78,175.78,175.75,175.755,1451
7/9/2024 14:51,175.775,175.78,175.725,175.77,5160
7/9/2024 14:50,175.91,175.91,175.765,175.77,3560
7/9/2024 14:49,175.87,175.93,175.87,175.91,4239
7/9/2024 14:48,175.835,175.86,175.82,175.85,4397
7/9/2024 14:47,175.83,175.84,175.825,175.825,2512
7/9/2024 14:46,175.91,175.91,175.83,175.83,2485
7/9/2024 14:45,175.95,175.95,175.9,175.925,4430
7/9/2024 14:44,175.918,175.96,175.918,175.96,4650
7/9/2024 14:43,175.875,175.935,175.875,175.93,3656
7/9/2024 14:42,175.91,175.93,175.87,175.87,4764
7/9/2024 14:41,175.955,175.97,175.929,175.93,6547
7/9/2024 14:40,175.957,175.97,175.93,175.97,2810
7/9/2024 14:39,175.965,175.98,175.965,175.98,1218
7/9/2024 14:38,175.91,175.989,175.91,175.989,3222
7/9/2024 14:37,175.92,175.937,175.91,175.925,1883
7/9/2024 14:36,175.922,175.949,175.91,175.935,1363
7/9/2024 14:35,175.91,175.95,175.91,175.94,1621
7/9/2024 14:34,175.91,175.98,175.91,175.945,5517
7/9/2024 14:33,175.93,175.94,175.91,175.929,2080
7/9/2024 14:32,175.99,175.99,175.94,175.955,3091
7/9/2024 14:31,175.965,175.99,175.94,175.945,1543
7/9/2024 14:30,175.95,175.96,175.92,175.92,1311
7/9/2024 14:29,175.9,175.97,175.88,175.885,6815
7/9/2024 14:28,175.925,175.925,175.9,175.92,1347
7/9/2024 14:27,175.9,175.93,175.888,175.925,4945
7/9/2024 14:26,175.91,175.91,175.86,175.875,4166
7/9/2024 14:25,175.875,175.91,175.875,175.88,4672
7/9/2024 14:24,175.908,175.908,175.86,175.86,3166
7/9/2024 14:23,175.91,175.92,175.905,175.905,1767
7/9/2024 14:22,175.88,175.905,175.88,175.905,1134
7/9/2024 14:21,175.92,175.92,175.92,175.92,989
7/9/2024 14:20,175.9,175.916,175.86,175.895,3853
7/9/2024 14:19,175.89,175.89,175.87,175.87,838
7/9/2024 14:18,175.85,175.91,175.845,175.91,2734
7/9/2024 14:17,175.83,175.869,175.83,175.837,2159
7/9/2024 14:16,175.875,175.875,175.81,175.81,3075
7/9/2024 14:15,175.9,175.92,175.87,175.877,3000
7/9/2024 14:14,175.803,175.88,175.803,175.87,3045
7/9/2024 14:13,175.795,175.805,175.77,175.805,4775
7/9/2024 14:12,175.81,175.81,175.78,175.795,2484
7/9/2024 14:11,175.805,175.83,175.805,175.81,1457
7/9/2024 14:10,175.87,175.87,175.79,175.8,3466
7/9/2024 14:09,175.888,175.9,175.885,175.885,2578
7/9/2024 14:08,175.925,175.925,175.89,175.89,1691
7/9/2024 14:07,175.8,175.93,175.77,175.92,4561
7/9/2024 14:06,175.82,175.83,175.77,175.83,2784
7/9/2024 14:05,175.82,175.82,175.8,175.81,1703
7/9/2024 14:04,175.79,175.84,175.79,175.84,1957
7/9/2024 14:03,175.78,175.83,175.71,175.815,3186
7/9/2024 14:02,175.93,175.93,175.8,175.805,1784
7/9/2024 14:01,175.96,175.96,175.81,175.89,7360
7/9/2024 14:00,175.97,175.993,175.94,175.95,4470
7/9/2024 13:59,175.99,175.99,175.97,175.97,1247
7/9/2024 13:58,176.05,176.05,175.98,175.98,3575
7/9/2024 13:57,176.06,176.065,176.04,176.04,2926
7/9/2024 13:56,176.07,176.11,176.05,176.095,4071
7/9/2024 13:55,176.13,176.13,176.11,176.12,801
7/9/2024 13:54,176.135,176.135,176.095,176.095,2250
7/9/2024 13:53,176.105,176.15,176.105,176.135,3441
7/9/2024 13:52,176.13,176.13,176.085,176.11,3756
7/9/2024 13:51,176.109,176.13,176.1,176.13,2748
7/9/2024 13:50,175.989,176.1,175.96,176.1,8011
7/9/2024 13:49,175.93,175.99,175.93,175.965,1564
7/9/2024 13:48,175.97,175.975,175.931,175.96,1494
7/9/2024 13:47,175.96,176.033,175.96,175.99,1366
7/9/2024 13:46,176.06,176.06,175.985,175.985,1522
7/9/2024 13:45,176.06,176.09,176.03,176.05,2393
7/9/2024 13:44,176.075,176.075,176,176.015,4470
7/9/2024 13:43,176.025,176.092,176.025,176.07,2131
7/9/2024 13:42,175.95,176,175.95,176,4772
7/9/2024 13:41,175.982,176.001,175.93,175.945,1908
7/9/2024 13:40,176.03,176.03,175.98,175.98,2106
7/9/2024 13:39,176.02,176.081,176,176.03,5099
7/9/2024 13:38,176.05,176.1,176.02,176.08,1541
7/9/2024 13:37,176.11,176.11,176.08,176.08,2159
7/9/2024 13:36,176.17,176.185,176.14,176.14,1696
7/9/2024 13:35,176.205,176.245,176.145,176.155,2694
7/9/2024 13:34,176.13,176.205,176.13,176.205,2525
7/9/2024 13:33,176.125,176.15,176.1,176.122,5369
7/9/2024 13:32,176.135,176.16,176.11,176.14,1558
7/9/2024 13:31,176.15,176.155,176.12,176.14,1675
7/9/2024 13:30,176.137,176.17,176.125,176.17,1927
7/9/2024 13:29,176.17,176.18,176.12,176.13,3518
7/9/2024 13:28,176.21,176.23,176.17,176.17,1957
7/9/2024 13:27,176.154,176.175,176.154,176.175,883
7/9/2024 13:26,176.15,176.15,176.15,176.15,1374
7/9/2024 13:25,175.975,176.09,175.975,176.07,2955
7/9/2024 13:24,175.96,176.01,175.958,176.01,3527
7/9/2024 13:23,175.97,175.97,175.94,175.94,6063
7/9/2024 13:22,175.965,176,175.965,176,1018
7/9/2024 13:21,175.99,176,175.95,175.98,2616
7/9/2024 13:20,176.1,176.1,175.981,176.025,3604
7/9/2024 13:19,176.045,176.1,176.03,176.065,1688
7/9/2024 13:18,176.06,176.13,175.98,176.035,4465
7/9/2024 13:17,176.12,176.13,176.04,176.08,2779
7/9/2024 13:16,176.13,176.13,176.06,176.1,3581
7/9/2024 13:15,176.14,176.14,176.085,176.085,1200
7/9/2024 13:14,176.245,176.25,176.155,176.155,4010
7/9/2024 13:13,176.115,176.225,176.105,176.225,3063
7/9/2024 13:12,176.11,176.17,176.11,176.12,2052
7/9/2024 13:11,176.175,176.23,176.16,176.16,3493
7/9/2024 13:10,176.07,176.18,176.07,176.175,3338
7/9/2024 13:09,176.3,176.3,176.13,176.13,3080
7/9/2024 13:08,176.31,176.335,176.31,176.335,1352
7/9/2024 13:07,176.42,176.42,176.405,176.405,1951
7/9/2024 13:06,176.45,176.499,176.43,176.43,1914
7/9/2024 13:05,176.51,176.51,176.452,176.48,2882
7/9/2024 13:04,176.55,176.58,176.545,176.56,1988
7/9/2024 13:03,176.54,176.65,176.52,176.52,3807
7/9/2024 13:02,176.38,176.52,176.36,176.51,4830
7/9/2024 13:01,176.405,176.43,176.37,176.38,1598
7/9/2024 13:00,176.46,176.51,176.42,176.42,3834
7/9/2024 12:59,176.45,176.49,176.39,176.44,4084
7/9/2024 12:58,176.4,176.47,176.37,176.47,3172
7/9/2024 12:57,176.43,176.43,176.4,176.405,1298
7/9/2024 12:56,176.39,176.44,176.38,176.43,5759
7/9/2024 12:55,176.33,176.387,176.33,176.386,2028
7/9/2024 12:54,176.295,176.335,176.295,176.335,952
7/9/2024 12:53,176.21,176.305,176.21,176.305,2693
7/9/2024 12:52,176.25,176.29,176.21,176.21,2550
7/9/2024 12:51,176.33,176.33,176.27,176.27,829
7/9/2024 12:50,176.34,176.34,176.27,176.27,1536
7/9/2024 12:49,176.29,176.39,176.29,176.362,2592
7/9/2024 12:48,176.32,176.32,176.285,176.285,1073
7/9/2024 12:47,176.29,176.36,176.26,176.31,4526
7/9/2024 12:46,176.24,176.27,176.24,176.27,1098
7/9/2024 12:45,176.19,176.24,176.18,176.215,3322
7/9/2024 12:44,176.15,176.17,176.15,176.15,1370
7/9/2024 12:43,176.16,176.16,176.11,176.11,1729
7/9/2024 12:42,176.16,176.19,176.16,176.175,1731
7/9/2024 12:41,176.22,176.24,176.21,176.21,2396
7/9/2024 12:40,176.195,176.22,176.195,176.195,2751
7/9/2024 12:39,176.29,176.29,176.215,176.215,1514
7/9/2024 12:38,176.165,176.23,176.165,176.205,2237
7/9/2024 12:37,176.096,176.19,176.096,176.19,4654
7/9/2024 12:36,176.07,176.13,176.04,176.13,4241
7/9/2024 12:35,176.15,176.15,176.08,176.08,2120
7/9/2024 12:34,176.175,176.175,176.15,176.15,1601
7/9/2024 12:33,176.17,176.21,176.15,176.15,2506
7/9/2024 12:32,176.074,176.15,176.074,176.13,2560
7/9/2024 12:31,176.03,176.099,176.03,176.075,1274
7/9/2024 12:30,175.935,176.04,175.9,176.03,2938
7/9/2024 12:29,175.9,175.902,175.9,175.902,1099
7/9/2024 12:28,175.96,175.96,175.918,175.925,812
7/9/2024 12:27,175.82,175.95,175.82,175.91,4046
7/9/2024 12:26,175.835,175.835,175.8,175.8,2229
7/9/2024 12:25,175.91,175.91,175.8,175.8,1548
7/9/2024 12:24,175.86,175.923,175.86,175.895,4595
7/9/2024 12:23,175.858,175.87,175.858,175.87,1794
7/9/2024 12:22,175.845,175.87,175.838,175.85,2391
7/9/2024 12:21,175.83,175.86,175.83,175.845,2351
7/9/2024 12:20,175.77,175.82,175.77,175.82,1464
7/9/2024 12:19,175.799,175.8,175.78,175.8,1721
7/9/2024 12:18,175.755,175.81,175.755,175.795,2697
7/9/2024 12:17,175.735,175.76,175.735,175.75,3377
7/9/2024 12:16,175.71,175.74,175.7,175.717,2582
7/9/2024 12:15,175.785,175.785,175.74,175.745,1631
7/9/2024 12:14,175.675,175.79,175.675,175.79,5809
7/9/2024 12:13,175.66,175.71,175.63,175.676,7672
7/9/2024 12:12,175.81,175.81,175.68,175.68,2922
7/9/2024 12:11,175.88,175.88,175.77,175.77,2404
7/9/2024 12:10,175.84,175.88,175.8,175.88,1954
7/9/2024 12:09,175.8,175.875,175.8,175.869,3764
7/9/2024 12:08,175.78,175.795,175.77,175.77,801
7/9/2024 12:07,175.88,175.88,175.83,175.83,1579
7/9/2024 12:06,175.86,175.923,175.855,175.922,1892
7/9/2024 12:05,175.93,175.93,175.87,175.89,4757
7/9/2024 12:04,175.94,175.97,175.93,175.93,2005
7/9/2024 12:03,175.875,175.97,175.875,175.94,6134
7/9/2024 12:02,175.89,175.895,175.87,175.87,2283
7/9/2024 12:01,175.86,175.92,175.81,175.92,2319
7/9/2024 12:00,175.81,175.837,175.78,175.82,3280
7/9/2024 11:59,175.76,175.86,175.76,175.855,3548
7/9/2024 11:58,175.855,175.855,175.82,175.837,1490
7/9/2024 11:57,175.951,175.951,175.85,175.87,5940
7/9/2024 11:56,176.02,176.05,175.9,175.9,5675
7/9/2024 11:55,176.061,176.061,176.034,176.045,2283
7/9/2024 11:54,176.04,176.068,176.04,176.045,2201
7/9/2024 11:53,176.04,176.07,176.035,176.04,3610
7/9/2024 11:52,176.06,176.07,176.05,176.07,2267
7/9/2024 11:51,175.965,176.085,175.965,176.085,13813
7/9/2024 11:50,175.93,176.02,175.93,175.975,4079
7/9/2024 11:49,175.898,175.92,175.82,175.92,2244
7/9/2024 11:48,175.975,175.975,175.84,175.94,9861
7/9/2024 11:47,175.95,175.98,175.945,175.97,1393
7/9/2024 11:46,175.94,175.98,175.9,175.95,6673
7/9/2024 11:45,175.814,175.9,175.78,175.875,9409
7/9/2024 11:44,175.81,175.81,175.78,175.795,958
7/9/2024 11:43,175.96,175.96,175.75,175.78,5339
7/9/2024 11:42,175.875,175.91,175.875,175.91,2627
7/9/2024 11:41,175.851,175.851,175.851,175.851,580
7/9/2024 11:40,175.91,175.93,175.86,175.87,6673
7/9/2024 11:39,175.88,175.88,175.87,175.87,653
7/9/2024 11:38,175.92,175.93,175.9,175.9,2902
7/9/2024 11:37,175.91,175.91,175.91,175.91,888
7/9/2024 11:36,175.91,175.925,175.89,175.905,16475
7/9/2024 11:35,176.15,176.155,175.93,175.979,16250
7/9/2024 11:34,176.053,176.14,176.053,176.14,3319
7/9/2024 11:33,175.99,176.06,175.99,176.035,1590
7/9/2024 11:32,175.94,176.05,175.94,176.011,4269
7/9/2024 11:31,175.98,176,175.97,175.97,1829
7/9/2024 11:30,175.97,176.01,175.97,176,2612
7/9/2024 11:29,175.909,176.01,175.88,176.01,4636
7/9/2024 11:28,175.935,175.94,175.87,175.94,5946
7/9/2024 11:27,175.89,175.96,175.89,175.91,5598
7/9/2024 11:26,175.82,175.88,175.82,175.88,3253
7/9/2024 11:25,175.75,175.86,175.75,175.86,4423
7/9/2024 11:24,175.796,175.81,175.77,175.785,2260
7/9/2024 11:23,175.76,175.83,175.73,175.78,7065
7/9/2024 11:22,175.89,175.905,175.8,175.83,7896
7/9/2024 11:21,175.885,175.92,175.885,175.895,2011
7/9/2024 11:20,175.93,175.93,175.875,175.875,3520
7/9/2024 11:19,176,176,175.84,175.905,5153
7/9/2024 11:18,175.935,176,175.935,175.97,2910
7/9/2024 11:17,176.03,176.04,175.92,175.95,8205
7/9/2024 11:16,175.84,176.042,175.84,176.042,5793
7/9/2024 11:15,175.83,175.92,175.82,175.86,8055
7/9/2024 11:14,175.77,175.83,175.76,175.8,3711
7/9/2024 11:13,175.77,175.82,175.75,175.795,5606
7/9/2024 11:12,175.795,175.829,175.76,175.8,2071
7/9/2024 11:11,175.83,175.83,175.75,175.795,2695
7/9/2024 11:10,175.96,175.96,175.775,175.825,10635
7/9/2024 11:09,175.93,175.98,175.91,175.98,3360
7/9/2024 11:08,175.8,175.92,175.8,175.91,8981
7/9/2024 11:07,175.78,175.869,175.77,175.869,5671
7/9/2024 11:06,175.82,175.9,175.75,175.79,7425
7/9/2024 11:05,176,176.015,175.85,175.86,9903
7/9/2024 11:04,176.045,176.08,176.01,176.05,5117
7/9/2024 11:03,176.18,176.205,176.01,176.05,6575
7/9/2024 11:02,176.26,176.28,176.19,176.19,4276
7/9/2024 11:01,176.47,176.47,176.28,176.305,3411
7/9/2024 11:00,176.5,176.532,176.46,176.46,3127
7/9/2024 10:59,176.57,176.59,176.49,176.5,6960
7/9/2024 10:58,176.61,176.61,176.56,176.59,2618
7/9/2024 10:57,176.635,176.67,176.57,176.6,4861
7/9/2024 10:56,176.71,176.74,176.66,176.7,2325
7/9/2024 10:55,176.74,176.74,176.689,176.71,1465
7/9/2024 10:54,176.63,176.69,176.629,176.69,2632
7/9/2024 10:53,176.71,176.71,176.66,176.67,1077
7/9/2024 10:52,176.71,176.71,176.63,176.67,6363
7/9/2024 10:51,176.727,176.76,176.71,176.71,2321
7/9/2024 10:50,176.81,176.82,176.77,176.77,2981
7/9/2024 10:49,176.77,176.83,176.75,176.82,2868
7/9/2024 10:48,176.79,176.95,176.75,176.8,15415
7/9/2024 10:47,176.81,176.84,176.77,176.79,5163
7/9/2024 10:46,176.82,176.832,176.78,176.83,4755
7/9/2024 10:45,176.645,176.82,176.645,176.82,6179
7/9/2024 10:44,176.68,176.68,176.62,176.62,3332
7/9/2024 10:43,176.645,176.68,176.61,176.68,2174
7/9/2024 10:42,176.61,176.69,176.6,176.645,4491
7/9/2024 10:41,176.58,176.61,176.55,176.58,1988
7/9/2024 10:40,176.48,176.64,176.48,176.58,3559
7/9/2024 10:39,176.552,176.56,176.51,176.52,4760
7/9/2024 10:38,176.55,176.61,176.47,176.502,7220
7/9/2024 10:37,176.59,176.63,176.54,176.571,4496
7/9/2024 10:36,176.65,176.65,176.56,176.58,7115
7/9/2024 10:35,176.47,176.7,176.47,176.65,5184
7/9/2024 10:34,176.405,176.47,176.38,176.47,3094
7/9/2024 10:33,176.39,176.46,176.39,176.41,1794
7/9/2024 10:32,176.44,176.44,176.309,176.383,5940
7/9/2024 10:31,176.385,176.4,176.35,176.4,1987
7/9/2024 10:30,176.29,176.35,176.29,176.34,1190
7/9/2024 10:29,176.205,176.29,176.205,176.285,5955
7/9/2024 10:28,176.126,176.232,176.126,176.232,3722
7/9/2024 10:27,176.174,176.21,176.06,176.091,9754
7/9/2024 10:26,176.13,176.21,176.1,176.19,8378
7/9/2024 10:25,176.11,176.2,176.11,176.16,7174
7/9/2024 10:24,176.302,176.302,176.114,176.12,3635
7/9/2024 10:23,176.22,176.285,176.2,176.27,1877
7/9/2024 10:22,176.17,176.25,176.08,176.235,3702
7/9/2024 10:21,176.17,176.225,176.16,176.225,6771
7/9/2024 10:20,176.151,176.22,176.08,176.182,4576
7/9/2024 10:19,176.25,176.26,176.17,176.17,10387
7/9/2024 10:18,176.44,176.525,176.21,176.21,13239
7/9/2024 10:17,176.212,176.46,176.21,176.41,8557
7/9/2024 10:16,176.125,176.18,176.101,176.18,2631
7/9/2024 10:15,176.09,176.24,176.09,176.14,5256
7/9/2024 10:14,176.3,176.31,176.12,176.139,8286
7/9/2024 10:13,176.28,176.39,176.275,176.33,4133
7/9/2024 10:12,176.322,176.343,176.28,176.325,3359
7/9/2024 10:11,176.266,176.32,176.266,176.29,2882
7/9/2024 10:10,176.41,176.43,176.24,176.24,6510
7/9/2024 10:09,176.61,176.65,176.373,176.46,8788
7/9/2024 10:08,176.72,176.72,176.57,176.615,7744
7/9/2024 10:07,176.7,176.79,176.66,176.725,12516
7/9/2024 10:06,176.69,176.78,176.681,176.705,1823
7/9/2024 10:05,176.8,176.93,176.73,176.795,2641
7/9/2024 10:04,176.98,176.99,176.8,176.8,3714
7/9/2024 10:03,176.935,176.97,176.85,176.96,1535
7/9/2024 10:02,176.927,177,176.82,177,7982
7/9/2024 10:01,176.86,176.99,176.8,176.925,7512
7/9/2024 10:00,176.664,176.87,176.565,176.87,4464
7/9/2024 9:59,176.578,176.65,176.57,176.57,1598
7/9/2024 9:58,176.47,176.7,176.448,176.65,8847
7/9/2024 9:57,176.665,176.665,176.5,176.525,7535
7/9/2024 9:56,176.69,176.793,176.658,176.695,7448
7/9/2024 9:55,176.78,176.78,176.69,176.69,2717
7/9/2024 9:54,176.77,176.825,176.77,176.818,1757
7/9/2024 9:53,176.835,176.92,176.77,176.77,1823
7/9/2024 9:52,176.89,176.97,176.77,176.83,3634
7/9/2024 9:51,176.66,176.8,176.586,176.8,5021
7/9/2024 9:50,176.87,176.87,176.68,176.68,4643
7/9/2024 9:49,176.885,176.97,176.87,176.91,11968
7/9/2024 9:48,176.75,176.89,176.745,176.89,5699
7/9/2024 9:47,176.62,176.76,176.59,176.675,6091
7/9/2024 9:46,176.64,176.64,176.64,176.64,1194
7/9/2024 9:45,176.44,176.69,176.433,176.69,3577
7/9/2024 9:44,176.36,176.52,176.36,176.5,3763
7/9/2024 9:43,176.26,176.52,176.21,176.21,4830
7/9/2024 9:42,176.334,176.344,176.24,176.32,1774
7/9/2024 9:41,176.366,176.51,176.3,176.35,4540
7/9/2024 9:40,176.5,176.5,176.34,176.39,5151
7/9/2024 9:39,176.7,176.7,176.5,176.5,2286
7/9/2024 9:38,176.865,176.935,176.76,176.935,4001
7/9/2024 9:37,176.94,177.005,176.76,176.76,7303
7/9/2024 9:36,177.35,177.41,176.955,176.955,9631
7/9/2024 9:35,177.16,177.32,177.145,177.27,4394
7/9/2024 9:34,177.54,177.6,177.185,177.29,8412
7/9/2024 9:33,177.565,177.66,177.53,177.53,1492
7/9/2024 9:32,177.325,177.7,177.27,177.7,6440
7/9/2024 9:31,177.38,177.53,177.135,177.53,4551
7/9/2024 9:30,177.6,177.64,177.02,177.49,75654
7/9/2024 9:29,177.978,177.978,177.45,177.46,1060
7/9/2024 9:28,177.89,177.9,177.89,177.9,21
7/9/2024 9:27,177.75,177.99,177.7,177.99,59
7/9/2024 9:25,177.7,177.7,177.7,177.7,8
7/9/2024 9:19,177.92,177.92,177.92,177.92,1
7/9/2024 9:16,177.95,177.95,177.95,177.95,8
7/9/2024 9:14,177.86,177.92,177.86,177.92,51
7/9/2024 9:13,177.87,177.87,177.87,177.87,50
7/9/2024 9:12,177.88,177.88,177.87,177.87,6
7/9/2024 9:11,177.91,177.91,177.91,177.91,1
7/9/2024 9:07,177.89,177.99,177.89,177.99,35
7/9/2024 9:06,177.9,177.9,177.9,177.9,55
7/9/2024 9:05,177.99,177.99,177.89,177.89,2
7/9/2024 9:02,178.153,178.153,177.7,177.7,410
7/9/2024 9:01,177.91,177.91,177.91,177.91,1
7/9/2024 9:00,177.64,177.64,177.64,177.64,19
7/9/2024 8:59,177.87,177.89,177.87,177.89,49
7/9/2024 8:57,178.2,178.2,178.2,178.2,1
7/9/2024 8:56,178.2,178.2,178.2,178.2,1
7/9/2024 8:54,176.455,176.455,176.455,176.455,2
7/9/2024 8:52,177.94,177.94,177.94,177.94,25
7/9/2024 8:51,177.77,177.82,177.77,177.82,39
7/9/2024 8:50,177.75,177.75,177.75,177.75,20
7/9/2024 8:48,177.7,177.7,177.7,177.7,8
7/9/2024 8:44,177.81,177.86,177.81,177.86,58
